dataset	method	max_stall	trial	ml	score	time
heart	stall	10	7	DecisionTreeClassifier	0.740740740741	1.333878517150879
heart	stall	10	8	DecisionTreeClassifier	0.748148148148	1.1539125442504883
yacht	stall	100	2	LassoLarsCV	0.916675341411	19.341894149780273
yacht	stall	100	3	LassoLarsCV	0.921659809326	20.255566596984863
bc_clean	stall	0	7	LogisticRegression	0.970129026269	0.17094206809997559
heart	stall	0	9	DecisionTreeClassifier	0.685185185185	0.04515528678894043
bc_clean	stall	0	4	LogisticRegression	0.970129026269	0.1671767234802246
bc_clean	stall	0	8	LogisticRegression	0.968365357839	0.18203139305114746
yacht	stall	100	0	LassoLarsCV	0.958102994	20.474241495132446
bc_clean	stall	0	3	LogisticRegression	0.970129026269	0.18075084686279297
bc_clean	stall	0	5	LogisticRegression	0.968365357839	0.17844176292419434
bc_clean	stall	0	2	LogisticRegression	0.968365357839	0.16833806037902832
bc_clean	stall	0	6	LogisticRegression	0.970129026269	0.19587302207946777
heart	stall	100	0	DecisionTreeClassifier	0.77037037037	6.238721609115601
bc_clean	stall	0	9	LogisticRegression	0.970129026269	0.1700727939605713
heart	stall	100	2	DecisionTreeClassifier	0.751851851852	6.485766172409058
heart	stall	100	1	DecisionTreeClassifier	0.8	6.18069314956665
heart	stall	100	6	DecisionTreeClassifier	0.748148148148	6.556132793426514
heart	stall	100	2	LogisticRegression	0.822222222222	12.242475271224976
bc_clean	stall	10	3	LogisticRegression	0.970119743804	2.2151432037353516
heart	stall	100	8	LogisticRegression	0.840740740741	12.026949882507324
bc_clean	stall	10	1	LogisticRegression	0.978910238559	2.280886650085449
heart	stall	100	9	LogisticRegression	0.814814814815	12.055418252944946
heart	stall	100	3	DecisionTreeClassifier	0.796296296296	6.886825323104858
bc_clean	stall	10	7	LogisticRegression	0.964865868375	2.130068063735962
bc_clean	stall	10	2	LogisticRegression	0.971874129769	2.129539966583252
bc_clean	stall	10	6	LogisticRegression	0.970129026269	2.0795516967773438
bc_clean	stall	10	4	LogisticRegression	0.968365357839	2.089390516281128
heart	stall	100	6	LogisticRegression	0.840740740741	12.60859489440918
bc_clean	stall	10	5	LogisticRegression	0.957848324515	2.315777063369751
heart	stall	100	7	LogisticRegression	0.811111111111	12.49040675163269
yacht	stall	100	1	LassoLarsCV	0.968547619399	19.383552312850952
heart	stall	100	4	LogisticRegression	0.844444444444	12.79250192642212
heart	stall	10	9	DecisionTreeClassifier	0.781481481481	1.7383418083190918
heart	stall	100	3	LogisticRegression	0.8	13.337899446487427
bc_clean	stall	10	0	LogisticRegression	0.961357096445	2.4402430057525635
bc_clean	stall	0	4	DecisionTreeClassifier	0.905040378725	0.07363438606262207
bc_clean	stall	0	2	DecisionTreeClassifier	0.912076487515	0.0746312141418457
heart	stall	100	0	LogisticRegression	0.833333333333	14.123912811279297
bc_clean	stall	0	0	DecisionTreeClassifier	0.910340666481	0.0799264907836914
bc_clean	stall	0	8	DecisionTreeClassifier	0.903276710294	0.07630300521850586
bc_clean	stall	0	3	DecisionTreeClassifier	0.910340666481	0.0751798152923584
bc_clean	stall	0	5	DecisionTreeClassifier	0.894486215539	0.07603025436401367
bc_clean	stall	0	6	DecisionTreeClassifier	0.892731829574	0.07897162437438965
yacht	stall	100	6	LassoLarsCV	0.928358240433	19.995879650115967
bc_clean	stall	0	7	DecisionTreeClassifier	0.912057922584	0.07599163055419922
heart	stall	100	5	DecisionTreeClassifier	0.759259259259	6.243455648422241
heart	stall	100	4	DecisionTreeClassifier	0.796296296296	6.761981010437012
yacht	stall	100	4	LassoLarsCV	0.981351200298	20.879754781723022
yacht	stall	100	5	LassoLarsCV	0.935213824136	20.847549438476562
yacht	stall	100	9	LassoLarsCV	0.915964229561	21.315839529037476
bc_clean	stall	0	0	LogisticRegression	0.970129026269	0.17523550987243652
yacht	stall	100	8	LassoLarsCV	0.853175264796	22.118825674057007
bc_clean	stall	10	9	LogisticRegression	0.973637798199	2.3772995471954346
bc_clean	stall	10	8	LogisticRegression	0.96662025434	2.772278308868408
heart	stall	100	8	DecisionTreeClassifier	0.774074074074	7.141273736953735
heart	stall	100	1	LogisticRegression	0.82962962963	11.783379316329956
heart	stall	100	9	DecisionTreeClassifier	0.811111111111	7.653567790985107
bc_clean	stall	0	1	LogisticRegression	0.970129026269	0.16512751579284668
heart	stall	100	7	DecisionTreeClassifier	0.748148148148	6.97145676612854
bc_clean	stall	0	9	DecisionTreeClassifier	0.919140443702	0.08772873878479004
bc_clean	stall	10	5	DecisionTreeClassifier	0.90328599276	1.0672743320465088
bc_clean	stall	10	8	DecisionTreeClassifier	0.917321080479	1.1868610382080078
bc_clean	stall	10	1	DecisionTreeClassifier	0.899740090968	1.2274281978607178
bc_clean	stall	10	6	DecisionTreeClassifier	0.919186856029	1.2945845127105713
bc_clean	stall	10	9	DecisionTreeClassifier	0.922677063028	1.2977471351623535
bc_clean	stall	10	7	DecisionTreeClassifier	0.873442866425	1.4395716190338135
bc_clean	stall	10	4	DecisionTreeClassifier	0.901494476933	1.4224512577056885
bc_clean	stall	10	3	DecisionTreeClassifier	0.899823633157	1.7059919834136963
bc_clean	stall	10	0	DecisionTreeClassifier	0.899795785761	2.040517807006836
yacht	stall	100	7	LassoLarsCV	0.902837097787	21.72141408920288
uball5d	stall	100	0	LassoLarsCV	0.730498251978	49.44381070137024
heart	stall	100	5	LogisticRegression	0.837037037037	12.575420618057251
yeast	stall	0	6	LogisticRegression	0.56469553838	0.8766810894012451
bc_clean	stall	0	1	DecisionTreeClassifier	0.920904112132	0.0784461498260498
yeast	stall	0	7	LogisticRegression	0.56469553838	0.9130830764770508
yeast	stall	0	4	LogisticRegression	0.56469553838	0.9572136402130127
bc_clean	stall	10	2	DecisionTreeClassifier	0.89803211733	1.3281118869781494
yeast	stall	0	3	LogisticRegression	0.56469553838	0.965296745300293
yeast	stall	0	0	LogisticRegression	0.56469553838	1.0384786128997803
yeast	stall	0	8	LogisticRegression	0.56469553838	1.0142223834991455
yeast	stall	0	9	LogisticRegression	0.56469553838	0.9088068008422852
yeast	stall	0	1	LogisticRegression	0.56469553838	1.007455587387085
yeast	stall	0	2	LogisticRegression	0.56469553838	1.0041162967681885
yeast	stall	0	5	LogisticRegression	0.56469553838	1.0140163898468018
uball5d	stall	100	9	LassoLarsCV	0.690832093673	48.08928108215332
uball5d	stall	100	4	LassoLarsCV	0.734856462162	49.060311794281006
bc_clean	stall	100	1	DecisionTreeClassifier	0.908706952567	9.890359163284302
bc_clean	stall	100	4	DecisionTreeClassifier	0.920959806925	10.43496322631836
uball5d	stall	100	3	LassoLarsCV	0.548467331958	49.7451536655426
yeast	stall	0	6	DecisionTreeClassifier	0.487219018798	0.07661938667297363
bc_clean	stall	100	0	DecisionTreeClassifier	0.89450478047	10.657867908477783
yeast	stall	0	3	DecisionTreeClassifier	0.477784593574	0.07722258567810059
yeast	stall	0	2	DecisionTreeClassifier	0.485198816778	0.07800817489624023
bc_clean	stall	100	7	DecisionTreeClassifier	0.903369534948	10.544267892837524
bc_clean	stall	100	2	DecisionTreeClassifier	0.8962684489	10.745203256607056
bc_clean	stall	100	9	DecisionTreeClassifier	0.884006312076	10.631922483444214
uball5d	stall	100	2	LassoLarsCV	0.738513504266	50.5940523147583
uball5d	stall	100	1	LassoLarsCV	0.699265412673	50.63706612586975
yeast	stall	0	0	DecisionTreeClassifier	0.4892364945	0.08057475090026855
yeast	stall	0	4	DecisionTreeClassifier	0.480468654153	0.0778799057006836
yeast	stall	0	7	DecisionTreeClassifier	0.489244673455	0.07709360122680664
yeast	stall	0	1	DecisionTreeClassifier	0.493959841328	0.08013224601745605
yeast	stall	0	9	DecisionTreeClassifier	0.487884240516	0.07651996612548828
yeast	stall	0	8	DecisionTreeClassifier	0.478456631088	0.07494068145751953
uball5d	stall	100	6	LassoLarsCV	0.616396305413	51.60614824295044
uball5d	stall	100	7	LassoLarsCV	0.687919019813	52.32953453063965
bc_clean	stall	100	6	DecisionTreeClassifier	0.913868003342	9.71731424331665
bc_clean	stall	100	5	DecisionTreeClassifier	0.917423187599	10.1780104637146
bc_clean	stall	100	3	LogisticRegression	0.95960271048	19.303446054458618
bc_clean	stall	100	5	LogisticRegression	0.95960271048	19.35256338119507
bc_clean	stall	100	0	LogisticRegression	0.970129026269	19.41513681411743
bc_clean	stall	100	8	LogisticRegression	0.970129026269	19.937193393707275
bc_clean	stall	100	8	DecisionTreeClassifier	0.913905133203	10.251730680465698
yeast	stall	10	1	DecisionTreeClassifier	0.46565111302	3.990950107574463
yeast	stall	0	5	DecisionTreeClassifier	0.489239220818	0.0777583122253418
yeast	stall	10	0	DecisionTreeClassifier	0.471733529628	4.157580375671387
bc_clean	stall	100	6	LogisticRegression	0.971883412234	21.182674884796143
bc_clean	stall	100	9	LogisticRegression	0.968374640304	21.4573175907135
bc_clean	stall	100	3	DecisionTreeClassifier	0.899805068226	10.540961027145386
bc_clean	stall	100	4	LogisticRegression	0.970129026269	21.554874420166016
bc_clean	stall	100	7	LogisticRegression	0.9718926947	21.653452396392822
yeast	stall	10	9	DecisionTreeClassifier	0.482480677218	2.3932290077209473
seg	stall	0	0	LogisticRegression	0.905194805195	2.542891263961792
seg	stall	0	1	LogisticRegression	0.905194805195	2.543889045715332
yeast	stall	10	4	DecisionTreeClassifier	0.480483648905	2.7425949573516846
bc_clean	stall	100	2	LogisticRegression	0.977146570129	19.393505096435547
yeast	stall	10	2	DecisionTreeClassifier	0.475082811925	3.4845588207244873
yeast	stall	10	6	DecisionTreeClassifier	0.496658896659	3.8822343349456787
uball5d	stall	100	8	LassoLarsCV	0.71968577905	49.41848039627075
yeast	stall	10	3	DecisionTreeClassifier	0.486551070762	4.601637840270996
yeast	stall	10	7	DecisionTreeClassifier	0.481816818659	5.556246757507324
yeast	stall	10	5	DecisionTreeClassifier	0.466984282774	6.229483366012573
seg	stall	0	6	LogisticRegression	0.905194805195	2.5596773624420166
seg	stall	0	9	LogisticRegression	0.905194805195	2.60675048828125
seg	stall	0	5	LogisticRegression	0.905194805195	2.3915233612060547
seg	stall	0	7	LogisticRegression	0.906060606061	2.526555061340332
seg	stall	0	3	LogisticRegression	0.905194805195	2.7615277767181396
seg	stall	0	4	LogisticRegression	0.905627705628	2.7221291065216064
yeast	stall	10	8	DecisionTreeClassifier	0.471058765796	3.565441608428955
seg	stall	0	8	LogisticRegression	0.905194805195	2.934694290161133
bc_clean	stall	100	1	LogisticRegression	0.96662025434	20.61060643196106
seg	stall	0	6	DecisionTreeClassifier	0.955844155844	0.13992977142333984
seg	stall	0	0	DecisionTreeClassifier	0.954545454545	0.14604544639587402
seg	stall	0	3	DecisionTreeClassifier	0.958008658009	0.15463829040527344
seg	stall	0	2	LogisticRegression	0.905194805195	2.602842330932617
seg	stall	0	8	DecisionTreeClassifier	0.957575757576	0.14438986778259277
seg	stall	0	7	DecisionTreeClassifier	0.955411255411	0.15251588821411133
seg	stall	0	2	DecisionTreeClassifier	0.957575757576	0.14303350448608398
uball5d	stall	100	5	LassoLarsCV	0.700531355299	56.442476749420166
seg	stall	0	5	DecisionTreeClassifier	0.955844155844	0.15141868591308594
seg	stall	0	1	DecisionTreeClassifier	0.957575757576	0.14983630180358887
seg	stall	0	4	DecisionTreeClassifier	0.953246753247	0.1619553565979004
seg	stall	10	0	DecisionTreeClassifier	0.952813852814	3.976868152618408
seg	stall	10	1	DecisionTreeClassifier	0.954545454545	3.948625326156616
seg	stall	10	2	DecisionTreeClassifier	0.958441558442	4.419764518737793
seg	stall	10	3	DecisionTreeClassifier	0.955411255411	4.748575448989868
wav	stall	0	2	LogisticRegression	0.86579982923	1.7068753242492676
wav	stall	0	1	LogisticRegression	0.86579982923	1.7189457416534424
wav	stall	0	0	LogisticRegression	0.86579982923	1.7042663097381592
wav	stall	0	4	LogisticRegression	0.86579982923	1.7691709995269775
seg	stall	10	9	DecisionTreeClassifier	0.958008658009	2.6400325298309326
seg	stall	10	7	DecisionTreeClassifier	0.958008658009	2.7750988006591797
seg	stall	10	8	DecisionTreeClassifier	0.953246753247	2.8485987186431885
seg	stall	10	5	DecisionTreeClassifier	0.957575757576	3.013172149658203
wav	stall	0	5	LogisticRegression	0.86579982923	1.8033859729766846
seg	stall	10	6	DecisionTreeClassifier	0.95670995671	4.18699836730957
seg	stall	10	4	DecisionTreeClassifier	0.957575757576	2.7373595237731934
seg	stall	0	9	DecisionTreeClassifier	0.961471861472	0.14662647247314453
wav	stall	0	8	LogisticRegression	0.86579982923	1.5995032787322998
wav	stall	0	7	LogisticRegression	0.86579982923	1.8515148162841797
wav	stall	0	9	LogisticRegression	0.86579982923	1.634333610534668
wav	stall	0	6	LogisticRegression	0.86579982923	1.8510797023773193
wav	stall	0	3	LogisticRegression	0.86579982923	1.742039442062378
uball5d	stall	100	6	DecisionTreeRegressor	0.830888753056	90.24442315101624
yeast	stall	100	8	DecisionTreeClassifier	0.475066454014	25.959954023361206
yeast	stall	100	6	DecisionTreeClassifier	0.462941152415	25.900203466415405
yeast	stall	100	2	DecisionTreeClassifier	0.462267751741	25.811963319778442
wav	stall	0	1	DecisionTreeClassifier	0.73799789862	0.9817996025085449
wav	stall	0	5	DecisionTreeClassifier	0.739397258604	0.9836282730102539
wav	stall	0	0	DecisionTreeClassifier	0.739198138764	0.9992096424102783
wav	stall	0	8	DecisionTreeClassifier	0.739599018972	1.1852736473083496
wav	stall	0	3	DecisionTreeClassifier	0.73859885886	1.0229151248931885
wav	stall	0	9	DecisionTreeClassifier	0.736597818492	0.9920988082885742
wav	stall	0	6	DecisionTreeClassifier	0.741599219172	1.0569512844085693
wav	stall	0	7	DecisionTreeClassifier	0.740397778788	1.069568157196045
wav	stall	0	4	DecisionTreeClassifier	0.741199179132	1.085012435913086
wav	stall	0	2	DecisionTreeClassifier	0.734399698692	1.0663425922393799
yeast	stall	100	1	DecisionTreeClassifier	0.475077359288	26.947800397872925
yeast	stall	100	9	DecisionTreeClassifier	0.451478346215	27.32718062400818
yeast	stall	100	4	DecisionTreeClassifier	0.496645265066	27.77467679977417
yeast	stall	100	0	DecisionTreeClassifier	0.456873730558	27.677900791168213
uball5d	stall	100	8	DecisionTreeRegressor	0.836300328444	93.24116063117981
yeast	stall	100	7	DecisionTreeClassifier	0.471021960496	28.815711975097656
yeast	stall	100	5	DecisionTreeClassifier	0.46091140828	29.08037519454956
yeast	stall	100	3	DecisionTreeClassifier	0.473044888834	29.067952156066895
yeast	stall	10	7	LogisticRegression	0.598376477324	40.123483419418335
yeast	stall	10	4	LogisticRegression	0.588289098815	40.19163489341736
yeast	stall	10	3	LogisticRegression	0.604452078136	42.966012477874756
yeast	stall	10	9	LogisticRegression	0.59232268706	44.621283531188965
yeast	stall	10	2	LogisticRegression	0.597709892447	45.68578052520752
wav	stall	10	3	DecisionTreeClassifier	0.733599738636	10.901248216629028
yeast	stall	10	8	LogisticRegression	0.589626358047	46.365241050720215
yeast	stall	10	5	LogisticRegression	0.586934118513	48.5617835521698
wav	stall	10	2	DecisionTreeClassifier	0.7313999385	13.135419368743896
wav	stall	10	0	DecisionTreeClassifier	0.741799299204	13.41343641281128
wav	stall	10	4	DecisionTreeClassifier	0.730998338147	13.355054378509521
wav	stall	10	1	DecisionTreeClassifier	0.737200939164	14.145401239395142
wav	stall	10	6	DecisionTreeClassifier	0.745999779636	13.462722301483154
wav	stall	10	4	LogisticRegression	0.86579982923	20.188878059387207
wav	stall	10	5	DecisionTreeClassifier	0.729001738668	13.801694631576538
yeast	stall	10	1	LogisticRegression	0.590299758721	52.42610764503479
yeast	stall	10	6	LogisticRegression	0.6004048583	51.86450219154358
seg	stall	100	5	DecisionTreeClassifier	0.960606060606	28.00338125228882
wav	stall	10	8	LogisticRegression	0.864400109174	22.722485065460205
uball5d	stall	100	5	DecisionTreeRegressor	0.821351154937	109.67914199829102
seg	stall	10	1	LogisticRegression	0.918614718615	39.33883547782898
seg	stall	100	9	DecisionTreeClassifier	0.958874458874	29.18327045440674
seg	stall	100	1	DecisionTreeClassifier	0.962337662338	28.822243690490723
yeast	stall	10	0	LogisticRegression	0.599060783271	53.99398756027222
seg	stall	100	6	DecisionTreeClassifier	0.955844155844	29.554660081863403
seg	stall	100	4	DecisionTreeClassifier	0.965367965368	29.801615953445435
seg	stall	100	8	DecisionTreeClassifier	0.960606060606	29.86873960494995
uball5d	stall	100	7	DecisionTreeRegressor	0.802384209417	110.49746751785278
seg	stall	100	7	DecisionTreeClassifier	0.95974025974	30.564124584197998
wav	stall	10	7	DecisionTreeClassifier	0.732198698316	12.361228466033936
seg	stall	100	0	DecisionTreeClassifier	0.961471861472	31.024653911590576
wav	stall	10	9	DecisionTreeClassifier	0.741999739308	16.7948317527771
uball5d	stall	100	1	DecisionTreeRegressor	0.828713044503	108.73986577987671
wav	stall	10	7	LogisticRegression	0.865599869222	26.782338857650757
seg	stall	100	2	DecisionTreeClassifier	0.963636363636	31.54664421081543
seg	stall	100	3	DecisionTreeClassifier	0.95670995671	28.198835611343384
wav	stall	10	6	LogisticRegression	0.864600069182	26.534919023513794
uball5d	stall	100	9	DecisionTreeRegressor	0.827140335565	112.44459509849548
wav	stall	10	1	LogisticRegression	0.865999789238	27.119373083114624
wav	stall	10	0	LogisticRegression	0.86579982923	28.07843279838562
wav	stall	10	3	LogisticRegression	0.86579982923	27.63024353981018
wav	stall	10	2	LogisticRegression	0.86579982923	28.685214281082153
wav	stall	10	9	LogisticRegression	0.86579982923	28.696319341659546
wav	stall	10	8	DecisionTreeClassifier	0.734202979332	20.613771438598633
wav	stall	10	5	LogisticRegression	0.86579982923	31.525236129760742
seg	stall	10	2	LogisticRegression	0.916017316017	47.83410882949829
uball5d	stall	100	4	DecisionTreeRegressor	0.826867877879	117.82754373550415
uball5d	stall	100	2	DecisionTreeRegressor	0.836596771864	118.89246439933777
uball5d	stall	100	3	DecisionTreeRegressor	0.833716626145	119.44214630126953
seg	stall	10	5	LogisticRegression	0.92380952381	53.91614532470703
seg	stall	10	4	LogisticRegression	0.917748917749	54.431463956832886
seg	stall	10	9	LogisticRegression	0.915584415584	55.73560857772827
seg	stall	10	8	LogisticRegression	0.919913419913	40.173022747039795
seg	stall	10	0	LogisticRegression	0.915584415584	58.413798809051514
uball5d	stall	100	0	DecisionTreeRegressor	0.804015193369	131.96927428245544
seg	stall	10	6	LogisticRegression	0.919480519481	67.38899517059326
seg	stall	10	7	LogisticRegression	0.931168831169	71.71846866607666
seg	stall	10	3	LogisticRegression	0.924675324675	67.9092607498169
wav	stall	100	1	DecisionTreeClassifier	0.73979837886	82.65386176109314
wav	stall	100	0	DecisionTreeClassifier	0.740999819244	83.48233556747437
wav	stall	100	7	DecisionTreeClassifier	0.732401058804	85.2411105632782
wav	stall	100	9	DecisionTreeClassifier	0.7432032201	86.26526069641113
wav	stall	100	2	DecisionTreeClassifier	0.739400499252	86.7389714717865
wav	stall	100	6	DecisionTreeClassifier	0.741201939684	87.64002895355225
wav	stall	100	4	DecisionTreeClassifier	0.73260185898	89.01347374916077
wav	stall	100	3	DecisionTreeClassifier	0.734001218964	92.35056948661804
wav	stall	100	8	DecisionTreeClassifier	0.732599218452	92.88784122467041
wav	stall	100	5	DecisionTreeClassifier	0.723402618396	100.48216271400452
yeast	stall	100	0	LogisticRegression	0.588952957374	328.3116533756256
yeast	stall	100	7	LogisticRegression	0.589624994888	327.44508242607117
yeast	stall	100	8	LogisticRegression	0.58962090541	336.2295660972595
wav	stall	100	5	LogisticRegression	0.866199749246	319.10616183280945
wav	stall	100	2	LogisticRegression	0.866599669262	323.16673398017883
wav	stall	100	9	LogisticRegression	0.864999989198	319.6930191516876
yeast	stall	100	6	LogisticRegression	0.599730094467	351.26630306243896
yeast	stall	100	9	LogisticRegression	0.584241878979	355.62200140953064
yeast	stall	100	4	LogisticRegression	0.592993361414	356.3310046195984
wav	stall	100	1	LogisticRegression	0.86579982923	333.19949889183044
yeast	stall	100	5	LogisticRegression	0.591645196908	358.3737485408783
wav	stall	100	6	LogisticRegression	0.86579982923	320.9614655971527
yeast	stall	100	3	LogisticRegression	0.595695143064	359.16104340553284
wav	stall	100	0	LogisticRegression	0.866999589278	335.26629757881165
wav	stall	100	3	LogisticRegression	0.86579982923	337.0645956993103
yeast	stall	100	2	LogisticRegression	0.590298395562	362.82722210884094
yeast	stall	100	1	LogisticRegression	0.59232268706	364.2033727169037
wav	stall	100	4	LogisticRegression	0.861600669062	339.5396342277527
seg	stall	100	1	LogisticRegression	0.919047619048	356.21587467193604
seg	stall	100	2	LogisticRegression	0.924675324675	359.91892671585083
seg	stall	100	7	LogisticRegression	0.932467532468	360.20780301094055
seg	stall	100	0	LogisticRegression	0.933766233766	365.62411665916443
seg	stall	100	8	LogisticRegression	0.919480519481	364.1969692707062
seg	stall	100	3	LogisticRegression	0.929437229437	364.518351316452
wav	stall	100	8	LogisticRegression	0.868199349326	372.1158490180969
wav	stall	100	7	LogisticRegression	0.86579982923	373.14299416542053
seg	stall	100	6	LogisticRegression	0.928571428571	389.3788568973541
seg	stall	100	9	LogisticRegression	0.922943722944	391.17860651016235
seg	stall	100	5	LogisticRegression	0.9329004329	396.5908513069153
seg	stall	100	4	LogisticRegression	0.925974025974	402.4325067996979
